Shop ID,Average Price($)
Shop_39967,85.2144
Shop_35094,309.9888
Shop_86305,86.916
Shop_513,20.424
Shop_101370,9.036
Shop_95560,10.428
Shop_87400,38.364
Shop_68489,118.14
Shop_11952,9.9912
Shop_6068,10.428
Shop_68971,10.788
Shop_44339,16.3488
Shop_75792,310.8624
Shop_6415,4.5576
Shop_75463,31.0704
Shop_60351,32.064
Shop_21319,40.2888
Shop_15434,14.9352
Shop_58942,20.268
Shop_58924,
Shop_21786,28.476
Shop_19210,40.9296
Shop_72801,7.944
Shop_56861,9.6096
Shop_72055,16.1328
Shop_99867,14.355
Shop_19615,14.2968
Shop_81000,229.4712
Shop_43549,7.5168
Shop_54315,26.1
Shop_25751,35.94
Shop_120517,82.6032
Shop_96274,77.028
Shop_64646,209.3352
Shop_23843,165.8448
Shop_105539,49.08
Shop_109318,8.9784
Shop_32389,71.8584
Shop_41459,6.2592
Shop_63779,183.936
Shop_28520,62.892
Shop_28458,79.7856
Shop_104775,2631.06
Shop_73699,16.716
Shop_12045,12.72
Shop_13296,13.8864
Shop_91753,117.8952
Shop_38733,12.5208
Shop_12737,17.3328
Shop_83046,3.8784
Shop_97874,192.168
Shop_92295,41.352
Shop_101076,44.0352
Shop_78958,63.1896
Shop_115617,17.5512
Shop_6509,40.9056
Shop_56520,54.2976
Shop_52901,31.7352
Shop_26927,34.056
Shop_52106,20.6808
Shop_65332,345.696
Shop_24524,9.8232
Shop_33019,73.6968
Shop_10646,26.196
Shop_5032,6.1512
Shop_78543,10.0968
Shop_22654,15.684
Shop_30051,42.4512
Shop_49347,6.264
Shop_127321,13.9152
Shop_18769,6.6048
Shop_66432,59.5248
Shop_127873,
Shop_94708,6.0072
Shop_28595,24.2328
Shop_5489,25.3224
Shop_13383,22.5744
Shop_84177,78.3408
Shop_74968,97.2336
Shop_34300,179.3136
Shop_56731,14.5776
Shop_8233,9.9816
Shop_68098,38.748
Shop_68097,38.7504
Shop_88349,17.7072
Shop_5435,1.9224
Shop_90928,28.188
Shop_59680,26.412
Shop_94987,4.3128
Shop_84782,366.8232
Shop_98587,125.64
Shop_48508,12.528
Shop_57173,41.772
Shop_35499,441.7416
Shop_59060,19.8072
Shop_78065,11.9064
Shop_73533,170.1288
Shop_72879,
Shop_19199,24.6456
Shop_82348,2741.3232
Shop_92382,24.9384
Shop_32643,35.5008
Shop_98954,32.3496
Shop_21718,6.4728
Shop_53018,353.0064
Shop_25241,61.1712
Shop_12610,7.44
Shop_52416,8.3592
Shop_46512,15.0384
Shop_38329,16.2816
Shop_68182,24.336
Shop_35811,26.5224
Shop_16111,30.552
Shop_96576,33.48
Shop_123868,34.11
Shop_21176,35.0976
Shop_73098,36.564
Shop_42912,83.3976
Shop_88734,127.9248
Shop_69302,174.8304
Shop_5449,19.6296
Shop_47998,15.0576
Shop_32195,668.8296
Shop_52144,93.8208
Shop_2964,283.9968
Shop_34057,361.6296
Shop_36845,27.9384
Shop_152516,
Shop_29396,82.8816
Shop_18961,57.2736
Shop_57107,5.1816
Shop_102527,73.437
Shop_90980,76.692
Shop_82681,63.044
Shop_21399,130.5816
Shop_33348,4.3296
Shop_7599,13.3536
Shop_111054,68.7552
Shop_77855,202.9992
Shop_20477,3.2712
Shop_33456,41.0976
Shop_60722,10.3896
Shop_112049,6.156
Shop_19081,11.3616
Shop_13004,20.2896
Shop_67096,34.8528
Shop_97416,23.3856
Shop_32772,107.8752
Shop_36564,11.3496
Shop_31769,9.0552
Shop_141949,25.404
Shop_150307,9.7728
Shop_149659,90.9072
Shop_36011,220.4688
Shop_61439,16.6632
Shop_79620,27.156
Shop_23116,13.8648
Shop_27860,12.036
Shop_50976,104.508
Shop_88416,139.9944
Shop_88180,6.4608
Shop_64274,33.9552
Shop_32538,209.9616
Shop_85032,16.8648
Shop_118745,104.0664
Shop_68982,11.4672
Shop_71662,43.9728
Shop_76919,14.9592
Shop_31989,101.8656
Shop_18058,26.1096
Shop_1667,1.1376
Shop_84365,33.918
Shop_75817,8.0448
Shop_54433,34.4784
Shop_26078,14.8848
Shop_133913,74.8416
Shop_110958,1310.6184
Shop_60377,16.7688
Shop_5888,7.0872
Shop_28637,8.2368
Shop_47888,41.9616
Shop_45261,36.5808
Shop_25404,8.1384
Shop_7159,22.7616
Shop_6785,21.4992
Shop_15245,14.7768
Shop_105376,146.196
Shop_10836,6.1536
Shop_36005,79.044
Shop_1986,4.872
Shop_53656,28.4232
Shop_45546,19.428
Shop_77327,38.4408
Shop_71291,44.472
Shop_53268,9.6144
Shop_53702,15.732
Shop_17682,37.0488
Shop_19870,47.4072
Shop_29274,101.9928
Shop_25060,67.5792
Shop_65821,123.456
Shop_23127,18.3936
Shop_3804,8.832
Shop_105617,11.0712
Shop_10554,18.3552
Shop_1555,3.432
Shop_39524,32.0856
Shop_3240,21.06
Shop_58133,24.4488
Shop_9694,4.0872
Shop_49937,126.5136
Shop_72924,37.7232
Shop_82824,14168.9472
Shop_2514,16.0584
Shop_24762,15.1344
Shop_69564,128.544
Shop_30649,44.6496
Shop_69519,55.344
Shop_53283,108.576
Shop_17470,67.824
Shop_15002,149.556
Shop_16581,58.4928
Shop_8084,7.044
Shop_29392,24.4416
Shop_14934,14.3376
Shop_83149,149.8584
Shop_106888,174.3984
Shop_30148,55.1184
Shop_7589,12.528
Shop_33932,5.292
Shop_67411,278.1456
Shop_64471,322.4088
Shop_4579,6.7032
Shop_32526,11.4936
Shop_23436,68.112
Shop_27101,22.536
Shop_59592,117.9216
Shop_31900,37.596
Shop_32185,228.2304
Shop_57262,14.3904
Shop_29596,48.0096
Shop_29662,541.2336
Shop_5829,29.9808
Shop_21740,77.5536
Shop_58125,382.2264
Shop_15147,28.3056
Shop_28355,48.636
Shop_75171,1438.0488
Shop_5827,3.9216
Shop_57458,63.696
Shop_127904,29.256
Shop_61805,47.9304
Shop_66584,83.424
Shop_60226,24.0408
Shop_83099,14.8272
Shop_54366,243.0408
Shop_59486,15.8496
Shop_60892,5.436
Shop_23087,20.0496
Shop_17321,26.8248
Shop_33045,17.8128
Shop_10825,14.7456
Shop_123836,32.6112
Shop_127440,195.8664
Shop_101059,31.32
Shop_129692,73.6752
Shop_52493,63.828
Shop_51971,26.1216
Shop_19552,23.0256
Shop_30242,48.4224
Shop_24361,24.876
Shop_21029,89.4192
Shop_35513,160.4136
Shop_82693,14.376
Shop_16805,16.3464
Shop_72087,20.088
Shop_241,25.1832
Shop_9042,32.4168
Shop_112065,34.236
Shop_46087,49.6128
Shop_66505,51.8304
Shop_56579,51.9816
Shop_62582,57.4464
Shop_84700,62.8248
Shop_130806,81.252
Shop_97648,83.7648
Shop_103890,89.8896
Shop_100402,108.672
Shop_96551,133.6728
Shop_78530,164.0232
Shop_85077,180.324
Shop_7481,193.068
Shop_108603,353.2416
Shop_132545,447.972
Shop_109128,709.7424
Shop_103506,973.5168
Shop_78034,1718.1936
Shop_103418,2264.916
Shop_98687,3082.9536
Shop_37966,3230.0664
Shop_101054,3519.936
Shop_102688,173.772
Shop_48737,20.3688
Shop_72542,55.7784
Shop_54029,634.6632
Shop_50512,225.8016
Shop_111230,37.656
Shop_61114,300.7632
Shop_69003,43.6536
Shop_66792,22.98
Shop_26165,10.2336
Shop_585,11.2752
Shop_111167,17.5488
Shop_27676,432.7608
Shop_14158,6.276
Shop_105201,23.8104
Shop_31724,5.748
Shop_125984,33.008
Shop_20601,27.1416
Shop_39607,43.1688
Shop_47671,47.0208
Shop_133634,26.1
Shop_68769,178.9824
Shop_26225,8.64
Shop_65148,185.1768
Shop_72229,17.544
Shop_130634,25.056
Shop_107058,80.7096
Shop_22217,85.4016
Shop_60104,51.5232
Shop_7851,7.308
Shop_3253,6.192
Shop_32169,11.8584
Shop_103549,414.0336
Shop_7544,3.852
Shop_21676,9.396
Shop_41611,4.5936
Shop_32265,89.5968
Shop_96356,4.5984
Shop_37892,85.128
Shop_65053,27.7872
Shop_141202,
Shop_42898,21.924
Shop_122786,33.216
Shop_11478,
Shop_19583,117.216
Shop_33412,119.3016
Shop_33123,30.5472
Shop_49496,32.0472
Shop_76346,38.5032
Shop_66092,54.5112
Shop_29603,101.544
Shop_76790,148.0848
Shop_56601,282.9816
Shop_67937,364.8624
Shop_81926,397.14
Shop_91794,53.2608
Shop_72957,1057.0128
Shop_42155,4.8048
Shop_29361,12.1152
Shop_50488,191.7384
Shop_61894,523.392
Shop_107671,12.7416
Shop_44818,117.8352
Shop_86461,178.5768
Shop_8351,15.228
Shop_147167,6.288
Shop_37012,36.6888
Shop_115634,14.6376
Shop_80885,31.5672
Shop_7303,15.9384
Shop_62765,101.1168
Shop_38027,923.6088
Shop_24182,5.3496
Shop_51145,118.4688
Shop_101827,37.6176
Shop_101184,230.7936
Shop_67570,21.3048
Shop_62954,77.5248
Shop_76014,61.6416
Shop_44122,9.864
Shop_4432,12.7296
Shop_92039,
Shop_120079,8.9664
Shop_109304,5.5776
Shop_76130,191.1096
Shop_3774,4.1568
Shop_95146,676.884
Shop_67623,24.4368
Shop_45,15.996
Shop_34663,6.792
Shop_107643,106.9464
Shop_67860,280.0848
Shop_38225,53.2008
Shop_90752,1702.0992
Shop_82690,168.3168
Shop_33938,28.9416
Shop_93579,142.872
Shop_20015,5.9088
Shop_63461,74.1504
Shop_74002,32.5896
Shop_9255,27.0048
Shop_21482,10.44
Shop_63856,29.3496
Shop_88010,17.136
Shop_2989,7.9752
Shop_69959,15.66
Shop_13544,4.8288
Shop_3615,8.7768
Shop_5513,18.2376
Shop_11116,23.1552
Shop_62041,25.4808
Shop_5229,13.488
Shop_78642,27.6936
Shop_124515,3.5496
Shop_14228,3.6936
Shop_29505,4.068
Shop_43424,4.176
Shop_91921,4.596
Shop_68843,5.0112
Shop_97521,5.4288
Shop_16039,5.868
Shop_53495,6.3672
Shop_66531,6.684
Shop_45174,7.0104
Shop_15861,9.4704
Shop_51871,9.7872
Shop_82517,12.1608
Shop_89667,13.1856
Shop_106826,13.5696
Shop_63120,14.0448
Shop_61998,14.6232
Shop_79673,18.5952
Shop_75533,19.104
Shop_54743,20.8992
Shop_119620,21.684
Shop_8930,22.7928
Shop_95399,25.692
Shop_71706,26.112
Shop_134493,26.124
Shop_80998,30.7056
Shop_72840,33.0528
Shop_62268,43.5936
Shop_117830,48.0432
Shop_71419,55.2432
Shop_69573,65.6424
Shop_88591,72.3168
Shop_108458,104.076
Shop_51214,217.2
Shop_86906,454.2768
Shop_151658,
Shop_724,7.6224
Shop_89093,449.6352
Shop_75011,19.788
Shop_40218,25.9992
Shop_40211,
Shop_807,8.2824
Shop_280,32.9496
Shop_116052,16.7592
Shop_148310,6.144
Shop_132712,6.4152
Shop_132687,
Shop_47439,11.3304
Shop_32144,2.4696
Shop_33645,18.78
Shop_10701,11.7024
Shop_37524,3.1488
Shop_97408,50.8416
Shop_59711,73.1208
Shop_108047,7.3248
Shop_92154,592.272
Shop_93726,317.5512
Shop_47969,5.316
Shop_94990,58.4784
Shop_10960,8.4312
Shop_7521,4.92
Shop_74354,30.9144
Shop_3924,18.708
Shop_20633,6.156
Shop_58873,62.6784
Shop_49610,193.2
Shop_48005,14.2536
Shop_3824,26.0112
Shop_56529,28.0176
Shop_6410,6.192
Shop_6554,3.624
Shop_105520,180.648
Shop_58110,33.6
Shop_61731,4.8096
Shop_152089,295.824
Shop_119469,37.584
Shop_7904,5.2608
Shop_29819,123.108
Shop_20044,27.0528
Shop_63880,14.1168
Shop_24581,10.116
Shop_21062,7.0104
Shop_37088,12.9312
Shop_105356,24.3168
Shop_47599,21.2784
Shop_66383,35.0304
Shop_88566,48.468
Shop_47186,36.564
Shop_46086,574.9512
Shop_82344,6.4968
Shop_54474,9.3984
Shop_80849,35.8272
Shop_119325,150.0432
Shop_42007,20.892
Shop_43677,1.956
Shop_75159,6.7032
Shop_100191,16.5384
Shop_43236,4.0656
Shop_16546,24.4392
Shop_50737,571.1688
Shop_61371,38.112
Shop_19413,44.0736
Shop_63814,153.552
Shop_88786,17.8368
Shop_9537,16.9176
Shop_12885,6.6168
Shop_11923,58.188
Shop_140739,893.9304
Shop_28277,65.7792
Shop_66258,145.848
Shop_32469,132.072
Shop_28999,15.5592
Shop_33329,5.4504
Shop_39745,21.3672
Shop_6949,2.6496
Shop_27287,17.5344
Shop_73312,19.6248
Shop_1230,9.7104
Shop_64174,213.9816
Shop_9149,4.932
Shop_36987,31.6368
Shop_20987,39.696
Shop_17144,45.0288
Shop_38894,19.2936
Shop_56685,40.7184
Shop_30843,37.0992
Shop_72714,116.5776
Shop_43019,10.8744
Shop_1272,6.4896
Shop_122616,30.288
Shop_53464,275.6736
Shop_34816,141.9768
Shop_98982,53.6856
Shop_30538,10.644
Shop_22592,15.2448
Shop_25728,18.9216
Shop_46952,23.0352
Shop_16887,20.888
Shop_131270,12.288
Shop_121369,41.7744
Shop_121370,41.7744
Shop_35605,34.6248
Shop_29140,12.132
Shop_4481,7.3752
Shop_62519,19.8408
Shop_17270,25.668
Shop_80012,29.5344
Shop_122888,3.696
Shop_70665,36.1296
Shop_116560,137.88
Shop_59331,5.868
Shop_38949,13.2336
Shop_16870,192.6744
Shop_9609,12.6384
Shop_124500,48.8712
Shop_82300,91.3464
Shop_37258,0.624
Shop_96573,37.4856
Shop_17113,6.6768
Shop_54201,3.54
Shop_42289,13.3704
Shop_54766,14.0016
Shop_48161,4.284
Shop_7765,4.452
Shop_47446,5.112
Shop_84477,5.6568
Shop_31319,6.4752
Shop_16918,7.5168
Shop_12049,8.988
Shop_52776,9.6048
Shop_30234,12.6048
Shop_73931,14.6664
Shop_57308,19.3008
Shop_41701,
Shop_23372,208.6056
Shop_101738,63.7296
Shop_37164,9.456
Shop_18492,11.1336
Shop_55535,10.8024
Shop_18709,24.9768
Shop_98029,34.7904
Shop_123628,39.18
Shop_112879,109.7208
Shop_97251,
Shop_70400,28.9776
Shop_51176,128.496
Shop_71140,116.0424
Shop_52622,177.6264
Shop_52156,22.3416
Shop_8367,11.3088
Shop_18564,24.6528
Shop_11601,57.3864
Shop_38870,116.532
Shop_53166,25.6824
Shop_54940,22.7592
Shop_52987,133.1328
Shop_65921,64.548
Shop_84450,19.572
Shop_31702,61.62
Shop_71572,10.5168
Shop_13571,19.812
Shop_7062,1.2264
Shop_16895,17.1648
Shop_64223,92.0088
Shop_55346,99.6864
Shop_124877,
Shop_124878,
Shop_124879,
Shop_11258,23.2032
Shop_19349,19.2096
Shop_61916,8.604
Shop_19332,8.484
Shop_16347,42.5472
Shop_12390,39.4704
Shop_16966,25.08
Shop_77610,27.417
Shop_32327,4.6608
Shop_59238,54.1128
Shop_72669,23.9976
Shop_16519,24.6504
Shop_54869,64.9992
Shop_10850,19.2144
Shop_138474,18.792
Shop_46275,285.192
Shop_1755,46.1952
Shop_20827,18.1752
Shop_104370,48.888
Shop_43987,9.7776
Shop_110817,28.4064
Shop_10897,46.9344
Shop_36483,27.4224
Shop_87374,261.0744
Shop_64396,15.564
Shop_13564,25.4448
Shop_35156,63.1152
Shop_38310,17.1816
Shop_3454,46.608
Shop_16513,71.0136
Shop_4344,17.1936
Shop_48513,47.4264
Shop_35935,194.8848
Shop_83399,28.164
Shop_9348,19.5576
Shop_55155,46.1808
Shop_33400,8.8296
Shop_49441,66.8256
Shop_25202,37.2456
Shop_33575,41.412
Shop_21373,41.1264
Shop_49034,7.8336
Shop_29347,76.5024
Shop_131899,9.264
Shop_81283,31.32
Shop_102560,57.432
Shop_31864,50.076
Shop_18010,19.4688
Shop_61283,106.284
Shop_32467,27.036
Shop_71639,186.1992
Shop_96384,1125.768
Shop_102200,28.26
Shop_118296,44.5176
Shop_89263,61.8456
Shop_109026,66
Shop_59840,71.4984
Shop_42686,83.1336
Shop_12321,88.3704
Shop_134661,112.836
Shop_44137,153.3504
Shop_140766,411.1056
Shop_8761,12.5568
Shop_76637,182.6832
Shop_56740,79.8696
Shop_27152,267.0312
Shop_120690,150.3936
Shop_55256,33.672
Shop_69860,77.3136
Shop_12426,28.6824
Shop_10585,93.912
Shop_67982,91.3152
Shop_20727,7.0008
Shop_18727,21.924
Shop_8886,6.9768
Shop_78066,17.76
Shop_28445,72.1992
Shop_69142,10.5528
Shop_31041,15.4632
Shop_7210,24.1944
Shop_88690,36.576
Shop_123082,26.3208
Shop_107561,11.8896
Shop_84126,14.784
Shop_48491,6.384
Shop_55381,10.3584
Shop_21794,10.596
Shop_11249,7.152
Shop_126394,1655.9232
Shop_54918,38.2152
Shop_73713,10.1544
Shop_70069,10.2432
Shop_1102,2.376
Shop_49238,5.4
Shop_56764,7.092
Shop_73607,7.6368
Shop_30897,8.1168
Shop_35845,12.336
Shop_35541,13.6488
Shop_57220,16.4832
Shop_119039,18.6576
Shop_4713,
Shop_65904,8.7576
Shop_45248,4.9152
Shop_20055,6.156
Shop_643,5.6664
Shop_26751,6.156
Shop_137753,122.691
Shop_79475,76.7664
Shop_45414,12
Shop_52122,12.528
Shop_36396,7.9608
Shop_34982,7.548
Shop_6134,16.176
Shop_6809,6.4632
Shop_107005,724.7544
Shop_21963,72.0312
Shop_3397,12.4056
Shop_117262,133.8288
Shop_39879,15.0816
Shop_7637,11.7576
Shop_76586,17.3304
Shop_57183,12
Shop_30277,36.1776
Shop_74367,19.4256
Shop_1037,47.3952
Shop_94076,24.0864
Shop_132922,89.6016
Shop_11652,9.1344
Shop_89914,5.55
Shop_79004,10.452
Shop_123447,23.1888
Shop_33413,21.9288
Shop_95531,89.28
Shop_53183,24.1032
Shop_46666,68.5944
Shop_131749,1459.4448
Shop_7534,53.3712
Shop_23996,26.316
Shop_124661,41.1432
Shop_132471,94.5144
Shop_99514,47.004
Shop_37209,159.7776
Shop_64780,115.5288
Shop_84962,15.66
Shop_106828,487.296
Shop_116595,68.52
Shop_86190,220.1208
Shop_102125,414.5904
Shop_134888,678.852
Shop_105264,25.2888
Shop_29844,46.5264
Shop_50145,36.132
Shop_24583,45.288
Shop_9386,9.8568
Shop_23081,3.789
Shop_59294,15.48
Shop_8025,4.98
Shop_62300,90.3312
Shop_29349,29.4408
Shop_39269,180.0672
Shop_56329,1915.9056
Shop_39888,2302.3032
Shop_87514,569.0616
Shop_23695,35.532
Shop_92284,1863.1176
Shop_69402,379.2816
Shop_75976,22.8816
Shop_107402,362.3112
Shop_64316,506.6808
Shop_93195,1467.8376
Shop_41772,117.072
Shop_66538,136.7904
Shop_13993,13.212
Shop_92486,890.5752
Shop_69590,3.654
Shop_62340,9.4392
Shop_77799,16.0896
Shop_26189,26.8776
Shop_135148,33.942
Shop_130301,39.804
Shop_73010,42.8184
Shop_52904,64.5168
Shop_64172,
Shop_44777,
Shop_2836,7.5984
Shop_51455,5.3736
Shop_21518,13.8384
Shop_123593,63.0768
Shop_92217,82.5192
Shop_112127,36.552
Shop_93047,338.3592
Shop_71900,25.3104
Shop_22493,110.6904
Shop_139484,209.64
Shop_72130,
Shop_55159,436.6656
Shop_83590,9.1896
Shop_34388,35.028
Shop_107692,542.6232
Shop_92245,194.2416
Shop_106274,197.0568
Shop_78346,33.42
Shop_74836,38.8512
Shop_50269,39.1992
Shop_81251,402.336
Shop_111816,587.9472
Shop_101451,16.7112
Shop_99266,48.2616
Shop_86817,57.3408
Shop_85253,8.4192
Shop_110354,99.276
Shop_9507,46.788
Shop_15070,11.7984
Shop_71868,52.8504
Shop_44987,33.5376
Shop_30489,7.416
Shop_10446,162.2856
Shop_48791,15.12
Shop_34796,64.7448
Shop_36728,14.6184
Shop_66114,39.162
Shop_92186,6.624
Shop_28166,39.7032
Shop_31676,125.556
Shop_54885,94.512
Shop_13849,126.8448
Shop_18661,53.4432
Shop_102589,100.1352
Shop_31801,31.5048
Shop_32243,64.5336
Shop_29122,21.7344
Shop_19444,12.6408
Shop_139144,218.3328
Shop_101169,85.1112
Shop_9017,15.78
Shop_15761,9.888
Shop_160042,
Shop_92483,148.776
Shop_117460,52.6008
Shop_66319,226.86
Shop_38574,7.2072
Shop_72573,246.2856
Shop_125478,715.716
Shop_88088,48.0552
Shop_102696,26.3256
Shop_46897,36.096
Shop_37836,17.3232
Shop_12094,13.368
Shop_14980,48.3
Shop_67294,41.3424
Shop_69498,10.8576
Shop_44617,7.3104
Shop_99112,52.5336
Shop_119704,27.3576
Shop_79825,196.1904
Shop_90632,
Shop_90633,
Shop_55819,60.576
Shop_19017,49.9296
Shop_94933,67.884
Shop_50156,31.1208
Shop_44350,30.276
Shop_46398,66.876
Shop_42840,37.596
Shop_84363,26.64
Shop_80639,211.2144
Shop_63777,122.196
Shop_38952,25.3656
Shop_42324,43.8984
Shop_67331,69.5544
Shop_80436,24.5544
Shop_33106,3.708
Shop_54139,13.3224
Shop_31759,94.3368
Shop_27225,9.0888
Shop_68746,76.512
Shop_12900,19.2168
Shop_27628,10.644
Shop_49145,116.5656
Shop_18244,7.032
Shop_20605,16.656
Shop_57947,520.1712
Shop_34902,12.9504
Shop_46302,27.9744
Shop_111306,42.6672
Shop_91248,49.1328
Shop_35654,48.8928
Shop_28379,109.3896
Shop_745,3.912
Shop_309,6.636
Shop_13677,3.2376
Shop_861,6.276
Shop_2616,7.3608
Shop_16729,21.7344
Shop_648,32.2512
Shop_5079,2.1888
Shop_1651,34.4856
Shop_15499,4.872
Shop_25183,47.172
Shop_31569,11.2416
Shop_109135,23.544
Shop_2461,11.6856
Shop_17147,61.86
Shop_45229,100.8624
Shop_41445,2251.9584
Shop_79603,9.3072
Shop_21739,5.9784
Shop_4460,14.4312
Shop_4488,32.9256
Shop_63368,36.372
Shop_36366,285.204
Shop_27582,40.4592
Shop_17076,121.0776
Shop_51331,187.464
Shop_44505,43.0992
Shop_2252,4.416
Shop_61003,243.6792
Shop_1319,5.6256
Shop_13433,3.756
Shop_42936,24.696
Shop_28025,30.1968
Shop_18366,53.8536
Shop_6568,63.0792
Shop_55197,71.1048
Shop_83578,145.536
Shop_40485,917.8416
Shop_6807,3.6792
Shop_16,3.9864
Shop_13573,38.628
Shop_7301,46.7544
Shop_66248,103.416
Shop_32950,22.7232
Shop_580,40.7328
Shop_24868,33.8784
Shop_2865,5.7888
Shop_6868,9.0312
Shop_135391,143.0136
Shop_13331,27.252
Shop_101502,58.2312
Shop_75663,3.384
Shop_17910,24.4392
Shop_34720,16.488
Shop_15221,10.524
Shop_87726,35.0064
Shop_25827,79.9224
Shop_82487,158.5248
Shop_98693,9.6072
Shop_33870,10.0824
Shop_6406,13.7808
Shop_21732,14.1
Shop_46445,14.4456
Shop_30712,14.46
Shop_84336,14.544
Shop_14963,15.2304
Shop_91156,17.0472
Shop_45471,17.0496
Shop_32374,17.5968
Shop_44500,22.6416
Shop_38211,29.8896
Shop_80752,32.3952
Shop_53315,36.3288
Shop_94821,38.7936
Shop_96058,39.336
Shop_61190,39.9024
Shop_121048,40.3104
Shop_65106,40.9368
Shop_24694,42.78
Shop_136964,43.66
Shop_45243,51.5856
Shop_80046,56.4
Shop_87291,66.9288
Shop_92921,77.9064
Shop_130552,91.398
Shop_92816,93.5784
Shop_24905,127.344
Shop_94938,160.8264
Shop_115650,162.984
Shop_59306,172.3128
Shop_96753,203.748
Shop_71709,251.964
Shop_60234,914.8824
Shop_17136,42.1104
Shop_71885,49.8432
Shop_66434,40.212
Shop_1464,42.4656
Shop_14951,24.8472
Shop_282,27.1824
Shop_55136,49.0536
Shop_82186,89.8848
Shop_136141,
Shop_82609,29.7624
Shop_53577,20.8776
Shop_54890,76.2456
Shop_55225,67.596
Shop_41022,32.5968
Shop_16592,48.7272
Shop_159907,2320.1904
Shop_7021,12.528
Shop_13134,7.3968
Shop_62506,31.548
Shop_99495,48.2736
Shop_67360,32.2848
Shop_93348,19.8384
Shop_60678,11.8992
Shop_66198,26.9496
Shop_51999,73.1808
Shop_25167,17.496
Shop_48471,15.6216
Shop_5937,23.472
Shop_33982,20.376
Shop_10866,1.1952
Shop_36594,12.996
Shop_75760,235.044
Shop_196,153.9312
Shop_6765,48.0264
Shop_14378,1.032
Shop_47007,8.8728
Shop_11004,37.8216
Shop_59844,10.8048
Shop_74344,139.0776
Shop_20528,17.8584
Shop_86889,12.3096
Shop_47392,16.3968
Shop_113540,95.74
Shop_18100,19.1088
Shop_31616,57.8664
Shop_23435,76.0176
Shop_21034,20.688
Shop_44375,85.4472
Shop_8536,15.9168
Shop_22750,66.3624
Shop_49451,70.1832
Shop_12282,31.752
Shop_114636,36.564
Shop_36001,6.792
Shop_120689,12.4488
Shop_99763,20.6592
Shop_117714,27.7728
Shop_35051,40.5552
Shop_72276,47.016
Shop_41745,49.7952
Shop_76292,55.4256
Shop_148153,62.0448
Shop_40101,
Shop_85536,13.62
Shop_56716,47.16
Shop_87065,26.112
Shop_112539,19.848
Shop_61039,120.084
Shop_17307,10.5936
Shop_49963,29.256
Shop_62416,15.8712
Shop_119784,57.468
Shop_29426,17.76
Shop_25858,20.0376
Shop_8303,28.056
Shop_26345,12.2736
Shop_29959,84.6024
Shop_18918,40.7328
Shop_81056,144.12
Shop_73050,3.2712
Shop_108749,54.3048
Shop_53941,34.272
Shop_25402,6.3432
Shop_9011,12.444
Shop_64581,101.1144
Shop_64405,454.5432
Shop_32451,45.9984
Shop_18738,5.5464
Shop_27133,28.6176
Shop_6462,32.388
Shop_11221,45.1128
Shop_73296,20.6736
Shop_84418,3441.708
Shop_64771,64.3656
Shop_20026,40.8816
Shop_13402,342.9528
Shop_84148,35.2104
Shop_93787,116.8104
Shop_59927,34.0152
Shop_10949,203.7432
Shop_61660,17.6256
Shop_24264,45.8544
Shop_61676,1051.5984
Shop_4524,13.056
Shop_10040,18.1296
Shop_62108,17.0088
Shop_28285,15.612
Shop_50425,113.6496
Shop_23054,44.5104
Shop_36144,34.0512
Shop_61178,71.2224
Shop_34627,6.4392
Shop_70905,39.4728
Shop_21273,1023.7752
Shop_13639,189.5112
Shop_9211,196.9872
Shop_72737,292.1904
Shop_19875,430.5744
Shop_16181,580.488
Shop_9406,41.16
Shop_1911,4.38
Shop_35901,11.412
Shop_64217,75.5304
Shop_88552,104.7624
Shop_51973,7.332
Shop_8854,27.9936
Shop_98035,26.112
Shop_59162,48.1368
Shop_30913,38.6496
Shop_64422,25.8624
Shop_46735,322.392
Shop_76315,36.7176
Shop_18282,16.704
Shop_108172,20.7024
Shop_111980,54.3024
Shop_124326,44.0976
Shop_48218,23.5512
Shop_8849,10.8192
Shop_129029,29.244
Shop_23298,40.7568
Shop_92909,39.7008
Shop_71267,120.7608
Shop_43211,39.9144
Shop_13827,24.1944
Shop_69438,171.7488
Shop_31315,9.1056
Shop_53951,737.9568
Shop_38169,27.1392
Shop_28476,21.4104
Shop_47500,15.66
Shop_82093,123.3072
Shop_9535,18.504
Shop_49192,29.3448
Shop_9063,10.788
Shop_11630,46.4592
Shop_18255,42.0312
Shop_112713,42.0072
Shop_26404,224.496
Shop_31454,7.7472
Shop_61811,94.3176
Shop_6322,208.9152
Shop_18936,46.9104
Shop_1450,19.5792
Shop_12678,150.9816
Shop_62249,18.7968
Shop_46914,14.652
Shop_57514,69.1728
Shop_113305,169.5984
Shop_143073,70.0512
Shop_20371,21.6288
Shop_68900,44.5032
Shop_25287,34.7976
Shop_11272,67.0848
Shop_76600,31.1976
Shop_113597,53.922
Shop_94937,23.9496
Shop_5970,1.1064
Shop_123612,79.368
Shop_74406,28.2936
Shop_35379,72.2784
Shop_55030,84.7752
Shop_70897,24.5448
Shop_7990,36.84
Shop_27742,25.176
Shop_32800,122.3016
Shop_45266,108.624
Shop_108434,163.5312
Shop_110096,38.9472
Shop_19921,3.708
Shop_63225,56.3832
Shop_18580,21.408
Shop_16104,14.352
Shop_67522,50.1336
Shop_92800,15.6696
Shop_88146,57.6408
Shop_106131,175.2984
Shop_5428,10.44
Shop_30032,45.8976
